Date,Variable_1,Variable_2,Variable_3,Variable_4,Variable_5,Variable_6,Variable_7,Variable_8,Variable_9,Variable_10
2016-10-22,92.78,98.45,41.39,80.03,15.21,45.66,95.42,51.62,52.16,83.13
2016-10-23,5.61,63.2,7.64,35.36,98.66,80.94,23.81,38.6,13.47,30.77
2016-10-24,92.29,19.42,41.84,30.67,75.25,76.69,10.18,30.24,25.27,84.19
2016-10-25,31.83,27.42,14.08,12.87,16.25,4.19,76.47,48.81,27.2,48.67
2016-10-26,89.5,23.28,40.33,40.28,4.37,60.19,40.19,56.57,73.45,41.16
2016-10-27,26.16,67.48,24.25,23.08,29.24,86.68,58.49,40.73,47.45,39.72
2016-10-28,77.84,13.12,30.99,86.94,45.02,49.03,99.46,99.35,50.54,15.08
2016-10-29,96.07,73.01,64.05,94.21,77.38,35.91,12.3,12.81,25.92,43.61
2016-10-30,96.78,29.11,30.53,46.51,36.19,73.17,73.26,70.21,78.48,50.93
2016-10-31,26.68,41.03,53.38,22.88,7.84,97.3,47.91,85.55,44.47,50.66
2016-11-01,1.49,14.91,0.01,38.78,45.26,1.74,47.97,87.42,55.11,58.49
2016-11-02,12.51,98.62,99.79,72.3,5.28,84.26,47.65,56.19,64.16,78.7
2016-11-03,9.62,16.09,92.97,22.25,98.67,10.65,79.36,24.46,70.81,3.81
2016-11-04,37.55,29.64,0.4,1.55,15.42,73.05,89.96,22.56,38.17,41.78
2016-11-05,26.1,50.32,22.95,63.01,74.0,11.29,55.93,41.03,60.28,60.07
2016-11-06,78.31,92.14,86.93,18.94,53.91,47.43,87.77,9.24,88.4,72.92
2016-11-07,75.04,66.27,41.15,70.69,81.77,19.27,40.88,35.53,42.58,2.04
2016-11-08,65.36,74.79,43.72,85.86,67.96,73.3,99.51,29.61,13.01,20.59
2016-11-09,46.64,12.36,81.16,0.89,88.72,65.7,45.29,16.0,41.02,93.61
2016-11-10,97.56,33.36,26.81,91.11,65.26,66.2,64.14,6.08,42.87,28.44
2016-11-11,56.52,22.03,80.96,29.79,82.15,27.52,77.51,29.67,49.4,71.11
2016-11-12,75.69,47.41,24.74,41.25,36.0,81.35,52.16,22.31,20.6,15.48
2016-11-13,74.59,5.42,75.49,78.02,54.63,73.87,10.22,6.44,73.04,70.15
2016-11-14,26.94,43.94,32.3,69.77,69.02,28.42,68.19,58.23,9.72,48.15
2016-11-15,15.86,85.68,88.1,77.41,84.07,63.11,33.01,18.48,19.72,45.1
2016-11-16,86.29,16.49,28.79,89.53,22.0,63.47,77.0,38.12,80.27,31.76
2016-11-17,81.66,17.74,13.39,15.14,92.4,72.55,34.59,9.0,97.49,12.57
2016-11-18,12.4,0.35,18.25,66.25,17.9,4.48,99.27,60.74,67.48,77.02
2016-11-19,31.62,18.65,76.98,66.22,87.68,94.4,39.65,20.92,32.93,95.28
2016-11-20,36.81,27.34,31.62,54.14,50.26,18.78,97.55,50.19,92.49,29.83
2016-11-21,13.08,70.39,83.96,58.58,10.98,99.64,57.57,8.96,11.72,9.01
2016-11-22,31.53,98.63,68.19,11.99,5.25,97.12,36.65,98.33,38.56,98.56
2016-11-23,56.47,25.78,54.21,49.95,98.66,95.49,16.39,94.55,39.73,19.03
2016-11-24,70.21,99.95,76.91,81.14,62.12,80.34,43.51,61.96,22.82,13.36
2016-11-25,97.47,85.57,30.49,65.69,15.86,93.72,6.62,28.87,29.25,77.36
2016-11-26,3.88,14.08,82.2,80.62,62.33,73.48,33.77,38.44,54.97,50.42
2016-11-27,96.1,64.85,15.61,11.21,25.23,26.35,65.11,39.06,72.98,33.14
2016-11-28,60.38,99.94,5.82,82.13,38.0,52.79,27.85,64.03,55.08,6.56
2016-11-29,27.39,11.37,31.25,63.46,95.16,33.89,81.35,29.56,77.26,66.99
2016-11-30,3.12,83.65,26.51,48.22,56.42,66.48,23.12,21.51,26.1,97.37
2016-12-01,4.91,39.32,83.88,48.85,35.39,28.12,50.03,79.77,91.81,44.9
2016-12-02,12.66,18.45,48.38,59.62,76.61,68.79,95.35,25.41,34.4,31.63
2016-12-03,51.07,66.26,57.21,73.67,93.35,80.45,46.27,60.94,35.3,10.92
2016-12-04,77.2,48.9,75.5,93.99,2.4,24.78,12.39,21.99,91.27,18.69
2016-12-05,70.29,61.79,81.33,27.45,18.13,71.81,48.26,23.52,21.83,15.16
2016-12-06,12.26,69.65,70.79,71.12,20.13,6.81,90.31,1.32,1.84,85.76
2016-12-07,57.72,86.16,75.75,13.63,59.38,81.35,0.92,98.99,47.63,91.11
2016-12-08,21.07,4.37,63.44,54.58,6.12,19.57,13.96,27.13,24.93,67.49
2016-12-09,96.2,71.83,26.76,12.58,72.47,28.39,77.01,16.83,82.78,60.07
2016-12-10,11.07,39.72,27.41,16.71,31.05,88.88,27.54,92.8,47.64,4.88
2016-12-11,35.03,14.8,30.05,44.53,29.03,25.46,0.43,68.85,57.06,86.64
2016-12-12,10.39,40.29,38.68,12.04,66.56,83.39,67.15,5.5,31.08,73.73
2016-12-13,63.21,16.46,67.35,68.65,21.53,22.2,31.55,80.86,68.38,91.2
2016-12-14,84.55,98.22,47.08,91.16,57.29,74.88,14.91,87.36,97.15,33.64
2016-12-15,11.57,81.36,22.22,95.74,92.96,35.72,78.59,11.77,91.41,1.27
2016-12-16,96.54,91.57,52.72,81.02,89.92,90.4,46.41,67.56,84.93,40.1
2016-12-17,86.44,81.84,80.94,87.52,53.78,7.92,53.67,72.84,8.37,80.25
2016-12-18,30.1,44.0,86.74,48.54,55.7,20.42,36.33,47.22,67.64,45.71
2016-12-19,96.07,25.35,17.59,57.07,36.44,2.34,34.44,81.9,25.15,97.4
2016-12-20,94.99,72.59,65.83,48.47,48.82,16.91,85.91,65.09,4.01,21.02
2016-12-21,33.64,69.07,91.68,0.82,51.86,75.98,8.72,11.76,86.26,28.51
2016-12-22,38.95,3.02,16.81,24.6,96.33,95.96,63.93,94.0,63.26,96.36
2016-12-23,30.22,16.69,43.53,23.32,86.93,6.74,91.12,86.6,62.49,68.86
2016-12-24,28.54,1.29,58.47,64.11,52.3,21.98,67.56,56.78,32.08,5.47
2016-12-25,85.59,82.58,36.26,2.77,62.04,77.7,48.41,7.37,28.65,64.59
2016-12-26,60.82,91.68,86.09,94.2,24.98,40.35,4.22,41.11,94.59,2.39
2016-12-27,39.78,80.7,30.38,28.66,63.66,81.79,56.53,76.23,84.76,9.43
2016-12-28,47.63,23.41,45.55,84.92,19.3,77.42,46.93,76.33,39.62,4.1
2016-12-29,16.32,2.59,14.44,38.3,19.36,6.89,2.9,1.9,15.85,78.48
2016-12-30,31.45,19.45,68.59,41.98,70.89,77.55,8.6,92.34,63.89,36.07
2016-12-31,5.01,79.81,58.98,21.9,75.99,3.04,49.66,37.49,56.77,76.94
2017-01-01,53.63,42.29,21.66,17.72,42.11,89.33,35.58,3.61,36.7,68.4
2017-01-02,49.61,43.7,13.63,78.11,32.75,91.14,5.27,77.44,25.22,75.93
2017-01-03,58.6,48.01,35.96,92.23,77.42,0.03,79.1,97.77,55.71,21.9
2017-01-04,72.22,98.93,46.0,88.49,20.76,74.57,14.28,28.81,96.56,91.4
2017-01-05,60.35,75.67,58.1,91.08,86.67,34.6,76.18,79.76,94.18,80.9
2017-01-06,0.22,80.16,10.78,43.17,17.98,90.02,25.88,28.32,69.22,20.86
2017-01-07,12.26,29.67,58.96,60.25,15.61,74.5,3.43,0.26,95.38,95.32
2017-01-08,50.96,59.95,85.29,56.71,89.75,28.38,61.07,74.51,84.47,66.01
2017-01-09,98.42,41.54,48.96,86.01,6.55,31.39,64.52,82.64,14.7,2.09
2017-01-10,34.17,38.1,17.13,21.79,84.58,16.82,13.03,92.5,94.23,84.94
2017-01-11,86.24,80.73,23.23,20.71,81.51,12.89,98.4,18.84,73.37,86.61
2017-01-12,91.42,26.49,45.99,48.47,97.24,42.98,84.07,59.86,84.0,50.81
2017-01-13,60.08,7.2,84.44,15.31,39.6,54.24,32.38,19.2,75.25,65.7
2017-01-14,13.49,98.62,57.28,41.34,71.78,14.88,56.94,99.34,94.82,41.5
2017-01-15,87.84,51.84,94.02,60.7,37.7,0.53,94.43,86.69,91.98,18.54
2017-01-16,33.32,52.39,8.15,42.62,94.75,5.66,89.2,53.8,3.55,64.15
2017-01-17,15.48,53.99,36.65,85.83,34.84,56.23,43.48,47.67,81.94,56.77
2017-01-18,88.19,50.14,61.75,31.91,30.56,23.74,23.7,12.98,16.15,67.51
2017-01-19,9.46,74.67,52.03,1.26,27.32,33.16,8.21,55.04,31.28,79.12
2017-01-20,93.42,5.19,42.87,92.78,66.6,18.19,37.51,35.25,16.89,49.79
2017-01-21,52.12,9.28,77.32,68.01,92.84,28.62,36.93,15.27,25.69,97.11
2017-01-22,68.6,12.86,89.07,48.36,66.29,8.99,78.47,72.08,25.26,75.42
2017-01-23,12.28,0.89,79.69,12.96,21.88,41.85,58.0,36.18,19.47,68.42
2017-01-24,22.3,10.9,71.2,18.25,58.2,6.97,56.12,39.45,35.7,36.08
2017-01-25,43.88,21.43,22.88,94.88,28.91,65.52,23.07,69.87,28.92,42.34
2017-01-26,5.18,65.67,43.61,88.98,52.69,79.72,23.14,71.77,77.96,46.68
2017-01-27,0.63,69.44,51.82,73.83,71.08,56.1,39.34,16.68,18.77,58.1
2017-01-28,16.4,13.03,33.04,18.67,73.33,42.16,97.83,10.89,37.99,0.47
2017-01-29,44.88,63.29,46.88,87.8,57.11,16.92,61.09,27.61,55.17,52.62
2017-01-30,46.57,28.5,13.04,69.48,27.25,44.16,70.91,65.11,86.31,75.79
2017-01-31,83.39,77.64,71.39,61.09,88.71,10.18,50.91,25.05,9.34,84.62
2017-02-01,4.07,9.17,95.38,89.38,43.35,66.5,32.83,51.63,64.64,11.51
2017-02-02,55.48,3.83,1.92,70.57,17.55,76.0,36.13,53.49,92.21,48.6
2017-02-03,48.33,2.36,54.62,84.82,87.66,37.9,67.06,32.32,97.01,2.47
2017-02-04,49.62,0.21,78.44,4.33,1.85,80.74,9.1,50.43,99.9,60.54
2017-02-05,97.28,30.08,7.44,54.16,80.65,59.51,88.36,65.21,91.04,57.2
2017-02-06,14.93,93.84,92.39,39.81,29.31,62.8,27.28,26.47,39.96,87.52
2017-02-07,94.52,35.13,49.71,4.75,59.6,73.6,70.94,11.1,72.76,9.44
2017-02-08,16.22,38.02,18.66,36.75,76.47,76.17,69.81,30.31,27.82,51.09
2017-02-09,15.39,26.2,86.16,62.61,97.82,8.76,51.3,55.38,61.82,2.53
2017-02-10,35.6,62.97,0.25,24.01,16.88,17.72,94.95,61.85,74.73,81.34
2017-02-11,12.44,67.44,64.65,76.14,14.23,6.45,84.62,12.2,71.74,57.28
2017-02-12,6.04,92.05,48.64,43.43,83.92,54.6,91.23,15.5,92.2,61.28
2017-02-13,55.11,13.02,1.63,53.59,82.35,97.71,10.49,28.89,53.59,72.18
2017-02-14,18.09,66.75,86.11,70.42,84.66,0.54,83.8,7.36,37.31,20.22
2017-02-15,38.99,24.76,97.32,89.59,53.88,55.55,22.67,16.48,73.17,85.88
2017-02-16,36.09,58.34,50.91,18.78,20.93,5.74,67.72,55.95,61.11,74.49
2017-02-17,30.56,13.73,55.32,82.75,21.33,75.6,60.11,70.7,87.11,31.88
2017-02-18,35.75,60.26,83.51,21.41,6.87,95.71,38.23,92.46,75.37,96.26
2017-02-19,71.97,96.9,2.8,26.98,19.14,88.79,62.96,24.68,84.34,31.62
2017-02-20,79.55,88.98,82.71,52.03,90.64,57.71,72.31,29.95,52.94,58.8
2017-02-21,5.61,69.86,41.95,16.11,78.49,56.22,42.69,60.84,58.51,77.94
2017-02-22,53.59,67.22,76.62,25.6,95.29,61.19,22.96,54.78,67.09,4.56
2017-02-23,46.3,61.88,44.55,85.99,27.12,26.28,55.21,54.5,32.11,74.2
2017-02-24,90.39,67.28,75.85,56.35,32.07,54.26,99.06,8.69,58.9,61.4
2017-02-25,40.64,77.47,23.45,56.31,45.39,4.24,36.15,3.27,62.25,93.21
2017-02-26,78.79,40.06,91.97,15.71,92.38,95.49,38.52,84.15,58.67,73.05
2017-02-27,11.58,44.05,33.9,9.34,23.2,35.3,96.41,5.34,14.87,42.28
2017-02-28,62.55,74.64,51.84,39.49,5.93,36.56,29.17,24.88,37.44,21.97
2017-03-01,60.53,49.6,79.15,8.94,94.46,44.72,22.43,89.3,50.27,18.01
2017-03-02,61.2,34.1,26.65,43.0,98.59,83.87,17.46,7.08,19.55,96.8
2017-03-03,6.68,91.17,78.09,71.02,71.4,7.29,53.18,71.85,63.99,15.16
2017-03-04,95.77,71.21,55.78,9.52,1.98,41.27,31.28,27.26,39.49,5.99
2017-03-05,39.4,78.51,23.77,0.1,46.38,25.81,10.9,36.32,3.47,26.59
2017-03-06,97.59,88.47,56.51,45.83,76.37,29.37,38.63,17.0,79.34,68.85
2017-03-07,27.3,6.04,4.92,0.74,53.47,71.66,58.81,33.63,58.37,8.41
2017-03-08,48.14,30.8,33.76,12.34,72.34,88.65,60.23,69.8,21.72,62.63
2017-03-09,38.76,75.88,51.84,76.71,36.39,91.98,84.77,53.99,84.26,25.21
2017-03-10,6.04,90.99,6.33,85.7,73.86,94.09,45.37,28.67,51.38,55.05
2017-03-11,19.36,12.08,81.5,41.72,35.89,31.98,95.46,8.7,39.95,81.38
2017-03-12,81.56,83.18,76.94,61.46,53.2,55.31,96.94,53.86,48.14,10.62
2017-03-13,30.98,3.59,41.86,22.99,44.9,20.83,88.21,10.84,64.2,98.18
2017-03-14,84.91,65.76,84.3,53.09,41.17,34.51,92.99,40.59,79.36,30.13
2017-03-15,1.57,19.5,67.61,42.55,17.04,34.5,19.77,54.26,43.17,72.72
2017-03-16,47.74,93.07,45.01,32.84,60.73,36.91,74.3,41.21,95.53,78.68
2017-03-17,20.28,45.38,90.64,58.51,50.72,79.3,20.4,37.4,86.21,59.52
2017-03-18,69.47,49.72,31.31,79.36,19.74,7.65,99.08,38.73,84.56,83.84
2017-03-19,24.43,82.79,9.21,87.09,75.75,13.43,87.92,53.85,53.18,35.79
2017-03-20,99.04,72.09,2.34,87.89,39.85,69.7,86.87,41.92,15.97,20.23
2017-03-21,69.43,77.08,93.32,85.81,64.96,21.14,68.47,93.6,5.78,39.67
2017-03-22,88.21,26.88,10.98,38.69,99.17,5.22,35.52,40.08,11.05,35.59
2017-03-23,62.99,22.44,95.36,34.77,85.66,46.89,63.29,78.91,18.92,12.02
2017-03-24,32.11,76.38,54.77,51.37,99.79,54.37,32.28,69.64,18.16,4.18
2017-03-25,37.83,45.19,16.32,8.5,84.24,32.65,87.57,16.35,33.29,30.26
2017-03-26,94.11,64.51,18.43,52.14,37.14,58.33,78.03,95.07,39.49,41.22
2017-03-27,39.96,99.74,33.02,65.98,43.63,38.72,0.3,18.31,23.78,61.82
2017-03-28,99.68,78.67,14.41,46.38,8.89,79.26,99.54,9.63,95.54,8.18
2017-03-29,44.09,68.33,4.21,11.69,72.1,11.84,48.16,66.87,37.2,70.19
2017-03-30,36.46,10.06,97.74,73.36,48.46,55.37,86.12,97.47,91.97,53.45
2017-03-31,19.77,24.02,58.0,87.15,45.94,85.37,39.13,48.63,82.01,4.48
2017-04-01,53.77,59.17,98.75,40.15,2.56,34.86,30.86,74.29,90.89,59.72
2017-04-02,81.19,89.08,14.33,31.31,36.33,86.3,67.42,95.82,54.04,69.79
2017-04-03,80.77,1.59,89.15,45.28,91.85,31.93,50.36,58.86,90.56,31.51
2017-04-04,97.13,78.91,70.04,14.45,43.4,17.04,51.96,53.25,30.8,79.85
2017-04-05,69.06,75.3,58.17,67.52,37.74,16.17,14.75,33.3,26.05,39.8
2017-04-06,5.43,82.52,87.16,60.9,83.34,91.47,47.05,84.74,34.21,76.1
2017-04-07,86.15,29.11,11.05,36.33,12.06,47.85,71.92,35.84,20.77,73.87
2017-04-08,0.5,91.0,34.18,90.99,59.2,9.23,36.76,63.08,85.26,95.09
2017-04-09,1.16,21.24,86.73,38.77,98.81,24.15,20.61,93.41,13.62,42.8
2017-04-10,38.25,7.26,38.31,94.74,24.02,99.99,47.67,66.05,0.55,12.13
2017-04-11,60.26,22.3,22.41,40.65,61.7,76.03,86.06,20.49,83.92,52.23
2017-04-12,11.3,87.26,75.62,80.97,67.75,89.05,28.81,4.71,56.96,64.42
2017-04-13,38.74,61.26,13.3,38.77,9.41,77.97,89.17,91.75,7.46,10.08
2017-04-14,29.33,89.75,46.32,87.58,96.49,87.47,47.86,39.81,18.91,57.69
2017-04-15,89.04,12.31,2.26,25.55,0.76,60.59,29.1,53.31,51.2,86.8
2017-04-16,8.43,34.43,42.65,45.41,27.28,68.93,16.04,65.17,22.1,43.1
2017-04-17,50.2,44.54,27.52,47.01,15.74,3.56,24.1,90.79,2.51,90.85
2017-04-18,30.68,52.2,18.3,68.91,53.66,45.26,83.51,79.71,93.71,3.0
2017-04-19,80.35,30.39,5.87,5.9,54.51,74.43,60.44,39.21,25.13,34.65
2017-04-20,40.5,31.1,24.5,73.56,5.69,99.16,29.68,83.09,11.16,38.77
2017-04-21,96.86,65.18,14.92,81.86,60.78,93.01,8.79,7.99,71.42,41.39
2017-04-22,60.73,77.07,40.32,90.93,57.97,11.36,73.41,12.54,83.67,2.48
2017-04-23,85.61,43.4,75.5,84.87,0.23,69.84,72.09,33.02,49.67,54.32
2017-04-24,28.93,58.52,75.66,60.93,4.96,86.21,91.88,4.2,92.73,22.0
2017-04-25,93.63,44.34,91.39,70.46,74.72,55.35,92.45,37.41,52.11,27.03
2017-04-26,31.47,55.12,6.03,67.03,84.61,55.25,38.85,15.23,55.73,23.49
2017-04-27,53.93,40.13,66.26,21.69,68.56,37.29,88.67,3.02,48.61,2.33
2017-04-28,76.6,48.19,53.35,95.63,63.62,86.16,57.74,82.78,49.4,61.21
2017-04-29,61.81,40.09,36.02,16.8,36.68,73.43,74.43,26.27,57.71,72.8
2017-04-30,16.15,23.79,36.78,52.69,37.47,50.27,56.99,20.65,91.8,35.29
2017-05-01,25.87,33.99,75.45,85.37,86.44,91.56,68.59,41.98,38.88,1.62
2017-05-02,87.37,51.2,36.75,44.32,80.23,49.59,63.5,40.39,73.41,87.8
2017-05-03,73.34,77.7,94.42,46.48,7.71,6.36,27.03,55.11,19.83,34.1
2017-05-04,10.63,10.58,46.08,0.17,75.9,98.99,51.42,22.89,84.24,42.0
2017-05-05,51.17,9.89,37.07,18.15,55.97,12.27,94.81,68.01,55.87,89.93
2017-05-06,30.84,38.28,16.13,24.69,11.29,22.71,51.54,35.69,76.61,47.67
2017-05-07,39.48,95.68,4.71,93.53,80.34,49.05,51.78,6.21,24.1,49.81
2017-05-08,76.01,17.4,83.78,73.74,17.9,26.94,58.55,42.2,58.23,81.93
2017-05-09,65.33,83.45,40.5,28.99,3.1,54.02,37.3,39.28,92.53,0.76
2017-05-10,58.42,15.0,40.79,66.97,81.25,47.24,5.69,29.89,22.44,42.88
2017-05-11,10.67,78.56,21.1,34.87,64.04,69.19,22.87,50.73,39.11,27.0
2017-05-12,84.97,75.0,62.19,35.99,49.94,27.11,2.75,20.06,54.26,96.03
2017-05-13,89.17,84.16,12.92,82.62,31.52,87.42,85.05,90.74,72.84,84.75
2017-05-14,52.41,84.51,7.58,48.25,34.31,48.52,90.13,8.3,0.63,65.86
2017-05-15,26.79,94.63,22.15,90.62,30.44,93.19,2.29,94.03,7.29,59.62
2017-05-16,56.45,36.59,47.12,33.98,2.2,58.32,10.12,78.51,38.92,28.9
2017-05-17,4.55,8.85,69.36,24.56,90.17,62.75,46.9,3.22,77.87,19.51
2017-05-18,53.54,70.63,8.87,79.64,87.56,5.08,23.79,34.46,15.81,90.65
2017-05-19,61.71,76.44,87.52,26.94,67.73,92.39,85.07,52.64,73.31,41.41
2017-05-20,76.81,74.43,15.51,96.81,83.4,91.76,23.84,60.2,25.27,56.24
2017-05-21,49.28,48.81,68.48,24.07,1.44,50.96,63.11,27.79,0.84,97.17
2017-05-22,28.03,34.78,81.34,47.88,49.07,27.25,17.22,59.46,37.4,73.59
2017-05-23,56.37,22.3,80.2,88.51,14.4,57.41,78.83,90.72,29.98,76.88
2017-05-24,30.44,86.47,73.11,12.95,78.4,11.2,50.5,9.73,54.64,11.08
2017-05-25,65.71,82.3,28.79,81.61,12.36,78.96,51.72,51.06,53.14,40.69
2017-05-26,82.62,0.45,51.29,30.09,81.41,8.47,56.71,24.76,54.19,58.41
2017-05-27,32.8,7.86,74.66,86.29,65.88,83.08,24.73,17.09,23.83,28.85
2017-05-28,34.49,71.34,60.81,71.8,56.49,58.78,40.31,28.1,52.51,81.11
2017-05-29,33.51,43.8,39.03,37.66,17.13,55.58,28.5,54.48,46.96,66.31
2017-05-30,15.12,83.29,10.95,95.88,83.93,87.87,74.79,15.78,18.31,79.34
2017-05-31,97.55,80.3,43.21,76.68,73.82,71.98,33.71,49.95,80.18,58.33
2017-06-01,22.05,56.43,68.04,84.26,82.47,79.57,84.73,98.93,6.41,64.77
2017-06-02,65.47,32.91,51.07,76.18,76.79,1.55,26.73,8.34,46.91,59.55
2017-06-03,49.58,21.89,17.92,8.65,13.46,75.38,56.8,79.7,10.33,62.89
2017-06-04,19.44,24.24,34.63,10.68,93.27,6.44,85.05,77.71,67.27,39.35
2017-06-05,66.45,5.96,22.1,3.71,63.18,96.41,74.58,92.53,67.83,38.33
2017-06-06,83.88,26.44,83.01,10.97,85.3,91.59,11.4,47.52,78.64,23.59
2017-06-07,67.02,33.99,77.53,73.4,20.22,80.67,45.92,23.05,58.8,10.74
2017-06-08,85.17,41.54,43.46,87.62,10.68,55.16,83.21,9.11,24.79,4.09
2017-06-09,87.22,86.76,77.44,10.15,95.82,74.18,50.7,81.25,7.76,64.21
2017-06-10,30.31,78.1,0.07,55.79,71.12,36.98,75.29,26.69,45.64,32.35
2017-06-11,17.19,28.84,10.85,78.68,99.22,43.71,21.66,22.32,46.97,41.38
2017-06-12,36.35,20.35,80.79,5.54,72.04,58.67,49.17,62.44,47.56,46.43
2017-06-13,42.39,77.19,93.74,28.02,59.48,75.47,99.24,9.8,72.49,48.57
2017-06-14,60.68,27.72,55.63,76.52,36.17,5.77,24.92,93.12,2.36,7.91
2017-06-15,39.82,68.1,25.93,42.37,64.44,7.93,34.75,40.17,39.05,13.91
2017-06-16,23.74,83.82,32.16,60.37,43.64,80.41,17.77,87.58,56.36,79.7
2017-06-17,82.95,67.42,52.32,11.77,66.28,90.75,92.43,88.79,98.57,31.84
2017-06-18,91.84,23.88,90.93,68.14,64.51,86.32,53.18,38.11,71.94,2.33
2017-06-19,65.55,74.96,53.78,94.82,54.04,37.73,38.79,41.18,29.44,62.78
2017-06-20,67.25,53.74,51.64,40.67,64.03,56.26,70.32,36.14,20.88,76.62
2017-06-21,73.15,83.84,82.05,27.82,0.04,74.78,53.83,52.61,26.47,89.35
2017-06-22,51.93,6.03,74.39,55.64,0.88,48.76,20.86,35.39,57.28,66.72
2017-06-23,58.63,33.24,79.48,4.03,3.23,28.23,31.32,71.76,63.81,32.11
2017-06-24,91.27,90.25,15.34,93.15,5.68,92.3,40.31,76.4,26.47,68.32
2017-06-25,11.53,27.62,17.25,70.23,67.3,77.65,38.78,19.94,94.38,84.02
2017-06-26,63.18,12.95,95.49,47.18,72.24,28.77,7.5,19.82,51.03,5.92
2017-06-27,35.5,69.67,47.27,24.6,84.1,42.59,66.76,94.98,6.39,99.43
2017-06-28,67.15,84.2,3.11,81.66,18.59,68.3,73.56,30.33,34.84,69.59
2017-06-29,58.96,45.48,81.99,16.24,87.54,96.23,40.64,48.6,68.06,80.28
2017-06-30,93.76,99.14,8.53,89.64,98.52,92.8,8.98,37.63,16.73,88.45
2017-07-01,70.88,93.72,5.52,40.83,58.95,83.24,0.63,19.19,34.37,80.36
2017-07-02,1.74,11.42,68.37,43.0,19.1,68.31,93.42,57.04,85.48,44.34
2017-07-03,1.14,35.31,37.77,18.51,5.67,66.13,50.02,86.12,34.97,23.71
2017-07-04,65.82,30.02,96.09,76.8,77.46,38.53,74.52,45.74,15.3,50.15
2017-07-05,46.89,95.86,51.56,55.94,58.15,81.51,47.98,98.07,77.28,85.17
2017-07-06,56.83,3.57,37.04,24.56,47.89,91.05,96.06,97.62,13.67,90.23
2017-07-07,70.45,31.9,76.48,19.41,21.19,97.58,98.6,94.54,12.82,4.53
2017-07-08,4.28,4.14,65.78,42.23,36.62,15.93,26.85,85.11,4.98,15.99
2017-07-09,25.65,1.79,86.53,32.67,94.83,83.0,95.46,90.62,20.01,4.2
2017-07-10,52.64,64.5,31.8,27.55,4.24,61.85,42.85,63.79,75.99,94.24
2017-07-11,81.14,37.07,29.25,34.64,86.19,39.41,38.36,4.87,47.46,49.37
2017-07-12,55.8,33.13,58.08,51.93,13.74,45.61,13.44,80.98,5.39,87.19
2017-07-13,8.74,67.53,18.55,37.15,92.72,76.73,38.64,11.51,30.49,40.23
2017-07-14,7.77,35.25,17.44,54.75,87.94,93.87,60.0,91.07,12.92,24.76
2017-07-15,46.4,7.07,11.58,74.37,93.44,28.39,36.77,75.09,21.73,93.93
2017-07-16,42.79,52.02,53.91,27.21,39.51,52.26,82.24,91.87,59.55,57.96
2017-07-17,51.0,91.1,67.83,45.67,71.33,7.29,57.84,51.77,57.51,97.04
2017-07-18,8.37,77.04,92.69,74.13,98.99,0.98,31.21,27.44,84.8,55.88
2017-07-19,54.56,74.17,58.52,18.9,1.46,72.97,56.05,63.86,71.01,24.83
2017-07-20,50.59,5.21,86.51,74.75,55.16,70.05,45.51,96.22,24.29,88.41
2017-07-21,46.78,18.56,77.58,50.01,90.98,15.09,0.63,60.39,26.87,57.51
2017-07-22,32.73,63.49,25.76,50.85,84.55,67.33,17.09,54.35,26.88,80.3
2017-07-23,6.06,20.98,50.75,74.16,65.56,37.02,21.4,38.99,14.57,62.08
2017-07-24,63.59,17.83,30.09,34.63,87.98,26.15,52.72,6.51,29.46,35.88
2017-07-25,99.67,46.56,94.33,25.33,31.68,73.75,38.82,83.15,12.52,42.16
2017-07-26,85.16,68.19,79.15,92.07,49.89,62.53,16.77,42.5,57.15,63.35
2017-07-27,60.45,90.11,52.03,9.8,32.03,91.72,49.55,33.91,68.24,19.01
2017-07-28,15.01,16.99,9.1,27.62,7.6,10.32,63.48,14.84,28.59,70.11
2017-07-29,86.2,54.83,55.55,29.13,71.64,87.24,44.81,95.18,66.66,1.21
2017-07-30,99.78,1.0,56.59,51.93,70.4,91.12,98.86,64.62,60.46,91.48
2017-07-31,29.0,34.37,60.99,77.88,57.16,27.92,5.27,90.14,85.38,62.56
2017-08-01,79.5,55.61,47.71,87.22,52.66,47.33,57.93,29.99,97.02,19.88
2017-08-02,98.65,59.56,72.8,4.08,22.7,29.59,50.46,35.72,87.45,96.06
2017-08-03,30.89,71.88,33.5,97.64,5.63,41.1,0.26,99.47,9.42,38.51
2017-08-04,22.18,82.59,96.49,4.85,44.26,34.36,20.14,45.54,18.64,92.54
2017-08-05,63.44,99.4,97.51,40.81,17.81,59.11,32.9,83.5,85.32,54.22
2017-08-06,14.23,5.93,69.42,34.11,4.48,29.7,79.88,94.75,39.67,31.37
2017-08-07,75.69,76.27,54.87,59.41,0.35,69.45,79.13,62.75,9.26,10.94
2017-08-08,84.72,39.46,30.57,46.46,58.86,62.03,70.65,71.86,43.19,28.8
2017-08-09,8.7,29.43,87.82,6.46,42.09,18.31,74.18,60.36,94.65,80.48
2017-08-10,28.84,58.49,62.55,65.8,42.65,19.13,5.21,32.07,66.7,67.8
2017-08-11,81.52,9.29,14.95,16.09,26.22,19.45,88.2,24.5,82.98,99.03
2017-08-12,0.1,95.1,82.51,35.81,3.96,10.01,50.19,70.11,34.96,39.02
2017-08-13,92.99,30.23,24.28,84.39,37.68,65.65,0.57,21.86,16.76,46.87
